AUC,AUC_wo,Accuracy,Accuracy_wo,Classifier_Type,Imputer,Repeat
0.969178426341067,0.9692105372257604,0.9806057310560071,0.9806067242205522,RF,mean,4
0.9729602480009574,0.9699131241694776,0.9794901589808145,0.9806064759294157,GB,median,4
0.7838773634012565,0.7624269195222904,0.8165386725859273,0.8143110045114499,LDA,median,4
0.714184828017731,0.6893397442940035,0.8185475961693645,0.8085129098976296,SVC,median,4
0.9691026381235158,0.9690733224735615,0.9806062276382796,0.9806064759294157,RF,median,4
0.9712675393540959,0.905045605622074,0.9797153590413975,0.8537674455559611,GB,knn,4
0.7164266841407212,0.6981716011445075,0.7398556931916088,0.7258155743098127,LDA,knn,4
0.6735197291933159,0.6531369465336031,0.7209098380396918,0.7209113277865093,SVC,knn,4
0.8050973594971719,0.8017221024448229,0.7137764336950936,0.7113248070157143,RF,knn,4
0.9720975664321804,0.9753155219218422,0.9801600484664299,0.9792694281606842,GB,mice,4
0.7172186884116384,0.6772004365929651,0.73651369449762,0.7304928827345794,LDA,mice,4
0.510051977800295,0.571222978468549,0.7050825195591344,0.7050825195591344,SVC,mice,4
0.9712306801061572,0.9724180656160396,0.9676769633000871,0.9681236390542093,RF,mice,4
0.9726742009692113,0.9726792241081675,0.9803835104890591,0.9759259397198781,GB,tree,4
0.8126765842833461,0.787498778301398,0.8218895948633531,0.8120835847281089,LDA,tree,4
0.8141944786963673,0.7913799446007804,0.8441799316206211,0.8417295463969232,SVC,tree,4
0.969739172193423,0.9688114694245836,0.891216701054989,0.8843082484798375,RF,tree,4
0.9714991171104541,0.9721750087634959,0.9801617865043836,0.9801598001752934,GB,mean,5
0.7213284502090805,0.687471465258443,0.7432076235310475,0.7329534478948636,LDA,mean,5
0.48912859003627424,0.5332474087132661,0.7055284504398479,0.7055284504398479,SVC,mean,5
0.96912462792659,0.969242330916439,0.980604737891462,0.9806054827648708,RF,mean,5
0.9731912372748089,0.9737142178596997,0.9799388210640269,0.9803845036536041,GB,median,5
0.7756990894345118,0.7597707040854189,0.8223397466933828,0.8125310053556399,LDA,median,5
0.7224124017720424,0.6870679066623068,0.816540410623881,0.8074008138983446,SVC,median,5
0.96939436526342,0.9691852823566391,0.9806059793471432,0.9806049861825983,RF,median,5
0.9720493164404669,0.9046533515610845,0.9799365864438006,0.8515382877346662,GB,knn,5
0.7120069202318536,0.6954261961930246,0.7382951834002478,0.7251469262798788,LDA,knn,5
0.6490571092488447,0.6423815215326687,0.720910086330828,0.7209085965840106,SVC,knn,5
0.8050142367432768,0.7985074394044525,0.714890019441196,0.711769993023019,RF,knn,5
0.9730470727237124,0.974052638005179,0.9803822690333778,0.9792691798695478,GB,mice,5
0.7163087209528802,0.6760304753446582,0.7385226180810572,0.7333909368769446,LDA,mice,5
0.5359920608256068,0.5186115931762693,0.7053054849994911,0.7050825195591344,SVC,mice,5
0.9721211797358091,0.9728266116500123,0.9672320255839185,0.9694591970761236,RF,mice,5
0.9721298368142698,0.9726226556984138,0.9799373313172094,0.9763708774360464,GB,tree,5
0.821362380278768,0.7833425903563895,0.8265711242374361,0.8116326880246701,LDA,tree,5
0.810788010719094,0.7909562230184287,0.8517610048838866,0.837938637328586,SVC,tree,5
0.9662550749470261,0.967760036750944,0.8840885108242521,0.8878744540698641,RF,tree,5
0.9731064729268377,0.9707698167539565,0.9803817724511052,0.9808296896609088,GB,mean,6
0.7226834306090228,0.6736231102602754,0.7456530429320203,0.7300494347652283,LDA,mean,6
0.4801063339983174,0.5211042399175607,0.7050825195591344,0.7050825195591344,SVC,mean,6
0.9693328620957045,0.9692791367699088,0.9806059793471433,0.9806059793471433,RF,mean,6
0.973828341505031,0.9721922091570416,0.980383510489059,0.9801615382132474,GB,median,6
0.7794512267996604,0.752888012030517,0.8250111110283473,0.8154245902575525,LDA,median,6
0.7238236160373798,0.6821088323792474,0.8198838990646873,0.8071808279516229,SVC,median,6
0.969211583219973,0.9693951308223365,0.980604737891462,0.9806074690939608,RF,median,6
0.9711317021105895,0.9043364557321038,0.9803827656156503,0.8502009916747981,GB,knn,6
0.7118327082007261,0.6933039225852007,0.7394100106020315,0.7226900854866383,LDA,knn,6
0.6728815384942735,0.6373454876980459,0.7209081000017381,0.7209100863308281,SVC,knn,6
0.7979000762363253,0.798994951284293,0.7133295096498351,0.7131065442094782,RF,knn,6
0.9709822007994925,0.9728770453554455,0.9801607933398385,0.9803830139067866,GB,mice,6
0.7159987887001709,0.6686770974990889,0.7403058450216387,0.7300467035627295,LDA,mice,6
0.5039734412596759,0.5692781829869147,0.7050825195591344,0.7053054849994911,SVC,mice,6
0.9712134140557087,0.9732562876874769,0.9667863429943413,0.9681226458896642,RF,mice,6
0.9745303994490513,0.971673436673697,0.9808286964963638,0.9765950843320844,GB,tree,6
0.8115821485392274,0.7891946291041266,0.825239787164838,0.811858632958662,LDA,tree,6
0.8302256947606523,0.7907086410418266,0.8479695992332769,0.8392796577554978,SVC,tree,6
0.9666834521668968,0.9679116795003759,0.8994679120950062,0.8811869806059793,RF,tree,6
0.9709014757945325,0.9719746385877619,0.9801595518841573,0.9806062276382796,GB,mean,7
0.717996688296686,0.6763523096474898,0.7409742447604363,0.7313862342428237,LDA,mean,7
0.4997817207249076,0.5469450948679648,0.7050825195591344,0.7053054849994911,SVC,mean,7
0.9692715049910164,0.9691936692899586,0.9806077173850971,0.9806079656762334,RF,mean,7
0.9720960962263454,0.9721622357089561,0.9797153590413975,0.9803840070713317,GB,median,7
0.787778528444554,0.7630157350869677,0.8250111110283473,0.8143115010937224,LDA,median,7
0.7085778662799672,0.6791070556011237,0.8203275953251744,0.8123048121305118,SVC,median,7
0.9695358648359841,0.9693034539772778,0.9806054827648708,0.9806062276382796,RF,median,7
0.9740402113858433,0.9104501020228808,0.9801595518841573,0.8562175824885229,GB,knn,7
0.7137422430956863,0.6967542758993729,0.7367369082291131,0.7271496425849093,LDA,knn,7
0.6648649614439913,0.6580804893146863,0.720909093166283,0.7209113277865093,SVC,knn,7
0.8050333951531521,0.8002821239960654,0.7135529716724642,0.7126611099110373,RF,knn,7
0.9747090860109774,0.9713674047897445,0.9803837587801955,0.9797146141679889,GB,mice,7
0.7179075178188604,0.6623844408495217,0.7387435971923239,0.7309407999443828,LDA,mice,7
0.5153300927235538,0.5463645376668422,0.7050825195591344,0.7053054849994911,SVC,mice,7
0.9722970473956402,0.9723611489988887,0.9667851015386603,0.9661169500909986,RF,mice,7
0.9703920416264651,0.9721445446465398,0.9794911521453595,0.9770395254659803,GB,tree,7
0.806056420711735,0.7879716125620059,0.8234510978192588,0.8118611158700245,LDA,tree,7
0.8412937167069909,0.7886291561834288,0.8537674455559611,0.8383877959940709,SVC,tree,7
0.9686137474772971,0.9670833718213698,0.897903429645465,0.8836396004499036,RF,tree,7
0.9731808631411385,0.9693622105598184,0.9801600484664299,0.9803847519447404,GB,mean,8
0.7212287550183226,0.6778223075070233,0.743424381692998,0.7316099445565893,LDA,mean,8
0.46601951661587276,0.5296209627278825,0.7050825195591344,0.7050825195591344,SVC,mean,8
0.9692992894373862,0.9691908490158434,0.9806052344737346,0.9806057310560071,RF,mean,8
0.9723749300026526,0.9711841832137782,0.9803847519447402,0.9799375796083456,GB,median,8
0.775739103558092,0.757608238505843,0.8221110705568921,0.8143119976759949,LDA,median,8
0.7182416645203119,0.6836257670066843,0.8185463547136831,0.8065096970103266,SVC,median,8
0.9689816003518226,0.9688979158984065,0.980606475929416,0.9806067242205521,RF,median,8
0.9722366845199707,0.9055222809115472,0.9797143658768526,0.847528137593016,GB,knn,8
0.7108275716185325,0.695389218065217,0.7336151437729825,0.7282657112423744,LDA,knn,8
0.6502108857418623,0.6479752736275012,0.7209088448751468,0.7209093414574193,SVC,knn,8
0.8107172354360955,0.7999684583323572,0.7122156756125962,0.7115472758737986,RF,knn,8
0.9734276197330086,0.9739633776028361,0.9803827656156503,0.9794911521453595,GB,mice,8
0.7162133425963019,0.6644920825435496,0.7387406176986888,0.7284884283915949,LDA,mice,8
0.522947217749721,0.5336161975059341,0.7050825195591344,0.7050825195591344,SVC,mice,8
0.9720959082595219,0.9737104049000893,0.9652231020004818,0.9685708113906042,RF,mice,8
0.9735260739311247,0.9746186366384405,0.9803837587801955,0.9763713740183189,GB,tree,8
0.8153439279507158,0.7861758412713014,0.8265716208197084,0.811637405556259,LDA,tree,8
0.822304366411001,0.7863057986633157,0.8510950880564515,0.8345949005966435,SVC,tree,8
0.9642268193087616,0.9680089875467749,0.8869796128148021,0.8831934212780537,RF,tree,8
0.972329402757256,0.9712251827339943,0.980383510489059,0.9801622830866561,GB,mean,9
0.7241091522201185,0.6736608155018388,0.7432024094171862,0.731832909996946,LDA,mean,9
0.4900781221103602,0.543846530096421,0.7050825195591344,0.7053054849994911,SVC,mean,9
0.9692082855398528,0.9693611299220851,0.9806059793471432,0.9806062276382794,RF,mean,9
0.9734020083957828,0.9721876413574255,0.9801617865043836,0.9799370830260731,GB,median,9
0.7907910248768717,0.7548057580114884,0.8254567936179246,0.8131912114869412,LDA,median,9
0.7224276242263763,0.6909366538312994,0.8174335138409894,0.8114159298627198,SVC,median,9
0.9691384940527994,0.9694219241553181,0.9806059793471433,0.980606475929416,RF,median,9
0.9735631696811161,0.906954583419499,0.9799375796083456,0.8508711294515499,GB,knn,9
0.7082562035940468,0.6952545009050363,0.7329472406164573,0.7262552979121197,LDA,knn,9
0.6635068334000993,0.6475973083036528,0.7209098380396919,0.7209068585460567,SVC,knn,9
0.8035448607520849,0.7990193898297349,0.714222364575807,0.7126618547844461,RF,knn,9
0.9722105659924593,0.96982285893354,0.979938076190618,0.97971386929458,GB,mice,9
0.716410263512222,0.6681778360063324,0.7367364116468406,0.7329472406164572,LDA,mice,9
0.5073553184543872,0.5614482303523819,0.7050825195591344,0.7050825195591344,SVC,mice,9
0.9720181061729688,0.9715806933398679,0.9665626326805759,0.9665631292628485,RF,mice,9
0.9729185858805381,0.9712298625247927,0.9801607933398386,0.9774866978023752,GB,tree,9
0.8266238669410754,0.7886949450861899,0.8296956198960654,0.8116361641005778,LDA,tree,9
0.8187246057135763,0.7929066130284357,0.8539901627051816,0.8386055473205662,SVC,tree,9
0.9670949575064066,0.9672579420070442,0.8970135542131281,0.8838600829788976,RF,tree,9
0.972806085307005,0.9739902761240643,0.9806074690939608,0.9801590553018847,GB,mean,10
0.7183665950003134,0.6728148863618785,0.7440890570647518,0.7289385802216246,LDA,mean,10
0.4760787226209143,0.542209630388738,0.7050825195591344,0.7057514158802046,SVC,mean,10
0.9692398314664764,0.969216387007134,0.9806077173850969,0.9806054827648708,RF,mean,10
0.9719504621840078,0.9717319657009025,0.9799378278994819,0.9808286964963638,GB,median,10
0.7835275974456773,0.7574922415378715,0.8234508495281228,0.8118536671359369,LDA,median,10
0.7125211563005537,0.6956340461106171,0.8163159554367068,0.8071776001668516,SVC,median,10
0.9694880699549404,0.9691864800734644,0.9806082139673696,0.9806067242205521,RF,median,10
0.9717778871163869,0.9058089212850394,0.9799370830260731,0.8464125655178236,GB,knn,10
0.7135830668669222,0.6945831853980694,0.7367356667734317,0.7296020141376973,LDA,knn,10
0.6734875240393732,0.6535921968637369,0.7209093414574193,0.7209095897485556,SVC,knn,10
0.8060955975025703,0.8007173522865175,0.7131080339562959,0.7124381444706807,RF,knn,10
0.9709720305823852,0.9735944658428208,0.9799398142285719,0.9792689315784117,GB,mice,10
0.7145464502322448,0.6595257562168854,0.7367416257607019,0.7291615456619814,LDA,mice,10
0.5156645555614209,0.5535166419182732,0.7050825195591344,0.7053052367083549,SVC,mice,10
0.9728887707579142,0.9731048207281855,0.9665638741362571,0.9683466044945661,RF,mice,10
0.9736899410126035,0.9730063242832682,0.9799363381526642,0.9770397737571166,GB,tree,10
0.8309947664502498,0.7871200400154384,0.8406172021065019,0.8076222895918839,LDA,tree,10
0.8150074040520547,0.7900304454231752,0.8473024409501605,0.8388309956722854,SVC,tree,10
0.967335924056967,0.9688374953407038,0.8876480125535998,0.8856455445397055,RF,tree,10
0.9742968945468273,0.9709835913137969,0.9806062276382794,0.9799378278994817,GB,mean,11
0.7206922787242033,0.6798704800538903,0.7416416513346891,0.7307165930483447,LDA,mean,11
0.4876089762527586,0.545213222578799,0.7050825195591344,0.7050825195591344,SVC,mean,11
0.9691849303476016,0.9691773667123996,0.9806074690939608,0.9806089588407783,RF,mean,11
0.9738891393398177,0.9698395553953493,0.9797168487882152,0.9799370830260731,GB,median,11
0.779700665348818,0.7515242085662038,0.8230031806094553,0.810297130002756,LDA,median,11
0.7146253007140464,0.6937259643569853,0.8198838990646873,0.8114114606222673,SVC,median,11
0.9692160891929105,0.9693181179048883,0.9806064759294157,0.9806049861825983,RF,median,11
0.9748488162486296,0.9047850081720407,0.9799395659374357,0.8519829771596983,GB,knn,11
0.7112488313385696,0.6971821962077968,0.7331707026390865,0.7284852006068234,LDA,knn,11
0.6678324840697261,0.6526158096585746,0.7209076034194656,0.7209100863308281,SVC,knn,11
0.8047744654799214,0.7991267039366918,0.7157836192405768,0.7119922135899671,RF,knn,11
0.9735050736693317,0.9723345881376494,0.9803830139067866,0.9799375796083456,GB,mice,11
0.7169798635852501,0.6720849684246037,0.737407542588137,0.7289346075634445,LDA,mice,11
0.5139577917639272,0.5530876088439671,0.7050825195591344,0.7057514158802045,SVC,mice,11
0.9725923669714257,0.9723804565016702,0.9663409086959005,0.9685685767703779,RF,mice,11
0.9713882118253017,0.9747562997555415,0.9803854968181491,0.9759242016819242,GB,tree,11
0.8197784712084276,0.7874141831693019,0.8316965981631423,0.814982632035019,LDA,tree,11
0.8247659682704457,0.7854497040511527,0.8477501098688279,0.8361554103880046,SVC,tree,11
0.9647316345694449,0.9688793943061809,0.8970130576308557,0.8827497250175667,RF,tree,11
0.9764913559900357,0.9729209868308546,0.9803840070713316,0.9803825173245141,GB,mean,12
0.7192620009756667,0.6781415940819173,0.7398564380650176,0.7289326212343546,LDA,mean,12
0.48931928134978203,0.546759719791316,0.7053054849994911,0.7055284504398478,SVC,mean,12
0.9692643883486959,0.9690822206274768,0.9806057310560069,0.9806059793471432,RF,mean,12
0.9737838616258676,0.9708031419340571,0.9803822690333778,0.9797156073325338,GB,median,12
0.7777539109075902,0.7567734723542363,0.824345939074321,0.8131986602210288,LDA,median,12
0.7175145410460145,0.6892933658813208,0.8216676225875414,0.8105223300633391,SVC,median,12
0.9695078025554409,0.9689869936219221,0.9806064759294157,0.9806067242205521,RF,median,12
0.9720265577913432,0.8997646025954309,0.9799395659374355,0.8488629507415215,GB,knn,12
0.7125700040073293,0.6916491547101074,0.7331697094745415,0.7302719036233125,LDA,knn,12
0.6705497081180505,0.6495214747694043,0.7209095897485556,0.7209083482928744,SVC,knn,12
0.8066757930905109,0.7987627290212532,0.7168972049866792,0.7122156756125964,RF,knn,12
0.973610969364232,0.9727059262589458,0.9801598001752936,0.9794909038542233,GB,mice,12
0.7164897553564914,0.6792420851246634,0.7374085357526822,0.7324993234066538,LDA,mice,12
0.5394843887093086,0.5594681743984087,0.7050825195591344,0.7050825195591344,SVC,mice,12
0.9727955748573702,0.9726105664246457,0.9683451147477486,0.9678984389936263,RF,mice,12
0.9722368786037192,0.9733339502281002,0.9797143658768526,0.977042008377343,GB,tree,12
0.8098733970268747,0.7877313052673484,0.8314776053809656,0.8096299717196395,LDA,tree,12
0.8427392158236783,0.7966428944659013,0.8477453923372391,0.8397238505982575,SVC,tree,12
0.9667743356982053,0.9685043509574754,0.8945631689894302,0.8829699592554245,RF,tree,12
0.9731801256800606,0.9731861431337864,0.9799370830260731,0.9803837587801952,GB,mean,13
0.7229888762400023,0.6757363224151477,0.7454253599600748,0.7311627722201945,LDA,mean,13
0.5052803389115004,0.5423520834012913,0.7050825195591344,0.7053054849994911,SVC,mean,13
0.9693271785289111,0.9692314662568166,0.9806074690939608,0.9806059793471432,RF,mean,13
0.9733317483636912,0.9730831271958118,0.9801607933398385,0.9801610416309747,GB,median,13
0.7819540068850052,0.757237787510206,0.8247869041323094,0.8165366862568373,LDA,median,13
0.7176574360207066,0.6877391501381915,0.8181016652886509,0.8087378616670764,SVC,median,13
0.9692415227677159,0.969185471152392,0.9806064759294157,0.9806054827648708,RF,median,13
0.9716095278393444,0.9033916289741164,0.9794931384744496,0.8504214742037923,GB,knn,13
0.7170628480223176,0.6953188809141334,0.7394085208552139,0.7304933793168518,LDA,knn,13
0.6681037766205012,0.6448614323783122,0.7209085965840105,0.720910086330828,SVC,knn,13
0.8042481409377988,0.7966953580186595,0.7124383927618168,0.7117702413141554,RF,knn,13
0.9735925541607708,0.9733252438998162,0.9799368347349369,0.9794914004364959,GB,mice,13
0.7173479150883427,0.6720288721042748,0.7369578873403798,0.7322775994219782,LDA,mice,13
0.5137989690591402,0.5542874382949451,0.7050825195591344,0.7050825195591344,SVC,mice,13
0.9719273091361262,0.9721732679837631,0.9665631292628485,0.9694596936583961,RF,mice,13
0.9724612373021351,0.9739471297345987,0.9797146141679889,0.9768158151522149,GB,tree,13
0.8117636397685342,0.7873680321690355,0.8216723401191303,0.8078447584499682,LDA,tree,13
0.8232089488031995,0.7912181994920939,0.8481918198002247,0.8383863062472532,SVC,tree,13
0.9654875268577323,0.9687737748161798,0.8943397069668009,0.884977393092044,RF,tree,13
0.9704813479057472,0.9711687372344201,0.9801598001752936,0.9797141175857164,GB,mean,14
0.7221472809129763,0.6791107215830263,0.7458735254610146,0.7304995865952583,LDA,mean,14
0.48899031265411297,0.5355388230782052,0.7053054849994911,0.7050825195591344,SVC,mean,14
0.9692076139929318,0.9691941547851682,0.9806064759294157,0.9806057310560069,RF,mean,14
0.9713884199150942,0.9716179968080627,0.9803835104890591,0.9806074690939608,GB,median,14
0.7774541387533361,0.7543165997354996,0.8216698572077675,0.813196922183075,LDA,median,14
0.7161260067958697,0.6932674509045006,0.8165406589150173,0.8094077511526916,SVC,median,14
0.9691670939081678,0.9690861840234305,0.9806067242205522,0.9806054827648708,RF,median,14
0.9742299504027127,0.9028648986854819,0.9803827656156503,0.8537719147964136,GB,knn,14
0.7136545877859546,0.6919317197822151,0.73695987366947,0.7271543601164983,LDA,knn,14
0.6691239541501354,0.6472859334856069,0.7209115760776456,0.720909093166283,SVC,knn,14
0.8042026363021584,0.7993963800471022,0.7131077856651595,0.7124388893440894,RF,knn,14
0.9725502533133069,0.9734348617151289,0.9803820207422416,0.9799383244817543,GB,mice,14
0.7177267041962324,0.6693123319510569,0.7394085208552139,0.7331729372593128,LDA,mice,14
0.5210293721829201,0.5562162499651422,0.7050825195591344,0.7053054849994911,SVC,mice,14
0.9710754262270636,0.9726883499317529,0.9658957226885958,0.9683451147477486,RF,mice,14
0.9738104085668144,0.9729120322811753,0.9797143658768526,0.9763708774360464,GB,tree,14
0.8335873601480813,0.7893631599980806,0.8386023195357948,0.8111912263844093,LDA,tree,14
0.8054217662243124,0.789441669475593,0.8394979056642657,0.8363806104485876,SVC,tree,14
0.9682873343986845,0.968754224379999,0.8849714341047739,0.8820761111649075,RF,tree,14
0.9726324555842915,0.9717573108375461,0.9801600484664299,0.9801607933398386,GB,mean,15
0.7214019173965159,0.6875447812377737,0.745876753245786,0.73139045519214,LDA,mean,15
0.4886911322980822,0.5477296929716289,0.7050825195591344,0.7050825195591344,SVC,mean,15
0.9692979156731665,0.9691949889451154,0.9806064759294157,0.9806057310560069,RF,mean,15
0.9741136835468535,0.9737846884969553,0.9806057310560071,0.9806069725116883,GB,median,15
0.7842282770520761,0.7560695751308367,0.822559236057832,0.8107477784150584,LDA,median,15
0.7304575082758854,0.6850973043305099,0.8169855966311858,0.8074023036451621,SVC,median,15
0.9692851381881438,0.9692938598373244,0.9806049861825983,0.9806059793471432,RF,median,15
0.9715271919678529,0.9049600079430846,0.9799383244817543,0.8495335851005456,GB,knn,15
0.7122200084669678,0.6924535563305871,0.7389648245947269,0.7253664156443279,LDA,knn,15
0.6762492515770491,0.6562705076635184,0.7209093414574193,0.7209103346219643,SVC,knn,15
0.8086945725254268,0.7962750054329157,0.7122151790303238,0.7113238138511694,RF,knn,15
0.9727431227667006,0.9716462014929117,0.97971386929458,0.979938076190618,GB,mice,15
0.7165194106101304,0.6684403427087962,0.7414199273500135,0.7320603446777554,LDA,mice,15
0.5336313643362656,0.5562178962183717,0.7050825195591344,0.7053054849994911,SVC,mice,15
