AUC,AUC_wo,Accuracy,Accuracy_wo,Classifier_Type,Imputer,Repeat
0.9717600879787636,0.9720558264210079,0.9672285495080111,0.9681223975985281,RF,mice,15
0.9709037190482299,0.9739515958903547,0.9801593035930211,0.9763706291449102,GB,tree,15
0.8265242739086854,0.7864582307819388,0.8379403753665399,0.8100741645623992,LDA,tree,15
0.8224103990221243,0.7885709962297673,0.8499817506014853,0.8363818519042688,SVC,tree,15
0.9669115404746709,0.9678370335757338,0.8840825518369819,0.8809640151656225,RF,tree,15
0.9710867807837948,0.9721535824321359,0.9803817724511052,0.9803832621979227,GB,mean,16
0.7193089001845059,0.6773138848039835,0.7418688377243621,0.7316072133540905,LDA,mean,16
0.5067656469775191,0.5285182281456011,0.7050825195591344,0.7055282021487116,SVC,mean,16
0.9692712410485516,0.9690682756672497,0.9806049861825983,0.9806052344737346,RF,mean,16
0.9730507797518981,0.9725977654723537,0.9803822690333778,0.97971386929458,GB,median,16
0.7866119284180717,0.7526392154155023,0.8234503529458502,0.8125295156088223,LDA,median,16
0.7085349010543898,0.6868598303613137,0.8225594843489681,0.8102976265850286,SVC,median,16
0.9690558636828008,0.9689297592676649,0.980604737891462,0.9806064759294157,RF,median,16
0.9726618586719757,0.9083341959341243,0.9801598001752934,0.8548830176311535,GB,knn,16
0.7121127167982646,0.7049959404768524,0.7349519432505779,0.7307173379217534,LDA,knn,16
0.6589486221500173,0.6447744012236228,0.7209078517106018,0.7209120726599181,SVC,knn,16
0.8002009100944278,0.796515222545802,0.7171204187181721,0.7115472758737986,RF,knn,16
0.9718405662772678,0.9735647145477392,0.9803827656156503,0.9801620347955199,GB,mice,16
0.717173237885061,0.6775187784173339,0.7371793630339191,0.7360722328573592,LDA,mice,16
0.5346243449873563,0.5737617849567385,0.7050825195591344,0.7050825195591344,SVC,mice,16
0.9709610626210445,0.9717096642776472,0.9672305358371013,0.967454742733139,RF,mice,16
0.971486364693391,0.9737726409554807,0.9788217592420168,0.9768180497724412,GB,tree,16
0.8006443699368653,0.7886416645523258,0.8169853483400497,0.8127519844669064,LDA,tree,16
0.8114580328107982,0.7873266213284742,0.8464103308975972,0.836156900134822,SVC,tree,16
0.9682175811852893,0.969444895467636,0.8896566878459005,0.8822973385673105,RF,tree,16
0.9729304267328246,0.970900734160225,0.9801605450487022,0.9806059793471433,GB,mean,17
0.7223599837246342,0.6767814219559862,0.7418623821548195,0.7293797935707492,LDA,mean,17
0.503263921038476,0.5497690317066303,0.7050825195591344,0.7050825195591344,SVC,mean,17
0.9692505761600465,0.9693068665069567,0.9806057310560069,0.980604737891462,RF,mean,17
0.9733694962522286,0.9740689677373127,0.9803847519447402,0.9799370830260731,GB,median,17
0.7754073867051409,0.7603477141559243,0.8205510573478036,0.8156497903181353,LDA,median,17
0.7154635069214953,0.6901775655925037,0.8180999272506971,0.8076230344652926,SVC,median,17
0.9693017496990102,0.9690522842811156,0.980604737891462,0.980604737891462,RF,median,17
0.9733245818427043,0.903689178454982,0.9806054827648708,0.8490831849793794,GB,knn,17
0.7106249390379801,0.7010473162688042,0.7389685489617707,0.7316059718984091,LDA,knn,17
0.6601254163468001,0.64417024149495,0.7209085965840105,0.7209076034194656,SVC,knn,17
0.807075231051415,0.7978303689856207,0.7117702413141553,0.7122151790303238,RF,knn,17
0.9717576904013312,0.9735766137394852,0.9803852485270129,0.9799385727728905,GB,mice,17
0.7164504796658371,0.6747240916288872,0.738967059214953,0.7342857781320065,LDA,mice,17
0.5150426868197286,0.568758922292903,0.7050825195591344,0.7053054849994911,SVC,mice,17
0.973300615186601,0.9708898173924032,0.964558674919864,0.9674559841888204,RF,mice,17
0.9745906785742964,0.9730180108118198,0.9794938833478584,0.976593842876403,GB,tree,17
0.8187314734770753,0.7856620788355497,0.8227859258652325,0.8138633355927827,LDA,tree,17
0.812880648110065,0.7902207810975075,0.8481913232179524,0.8403920020459189,SVC,tree,17
0.9665629245867844,0.9688824431932304,0.8901006323975242,0.8827464972327954,RF,tree,17
0.9744282436536643,0.9739577513464868,0.9799355932792556,0.9803840070713316,GB,mean,18
0.7212847318585232,0.6810728784991256,0.7452061188867619,0.731836882655126,LDA,mean,18
0.49329998288518623,0.5368493820813629,0.7050825195591344,0.7050825195591344,SVC,mean,18
0.9692622965603569,0.969089257835521,0.9806059793471433,0.9806069725116883,RF,mean,18
0.9717806596270346,0.9718228808172688,0.9801605450487022,0.9797161039148063,GB,median,18
0.7830953341775148,0.7558211461601779,0.8245659250210426,0.8127529776314516,LDA,median,18
0.7289857492563963,0.6874256028398448,0.8221187675821161,0.8096327029221383,SVC,median,18
0.9693025634215668,0.9693021574178013,0.9806054827648708,0.9806057310560071,RF,median,18
0.9707536339995306,0.9052854649234183,0.9806067242205522,0.8486387438454835,GB,knn,18
0.7153694123760352,0.6924312543642402,0.7353986190047002,0.7269299049293239,LDA,knn,18
0.6771655651456366,0.6415908622992896,0.7209095897485556,0.7209093414574193,SVC,knn,18
0.8063153544152761,0.7986415470158936,0.7133312476877887,0.7119929584633758,RF,knn,18
0.9740537680356539,0.9699705267105945,0.9801598001752936,0.9790459661380548,GB,mice,18
0.7150617512747758,0.6735727981501686,0.7389695421263156,0.731610689429998,LDA,mice,18
0.520362371337767,0.5564453427063378,0.7050825195591344,0.7050825195591344,SVC,mice,18
0.9721169592860773,0.9722575291431754,0.9645581783375915,0.9667853498297964,RF,mice,18
0.9732988570565244,0.9722481330601138,0.9801635245423373,0.9763706291449102,GB,tree,18
0.8201749059305511,0.7872094403638836,0.8250150836865275,0.8140872941976844,LDA,tree,18
0.8123942093504279,0.7896140603208632,0.8450722899643205,0.8368272862027097,SVC,tree,18
0.9672493650774541,0.9686830864548032,0.8811907049730232,0.8869803576882109,RF,tree,18
0.9734268728964566,0.9721743525374716,0.9803830139067866,0.9801598001752936,GB,mean,19
0.7220240259559774,0.6790835665511116,0.7436473471333547,0.729380538444158,LDA,mean,19
0.5001280209564257,0.534574072951685,0.7050825195591344,0.7053054849994911,SVC,mean,19
0.9692241353791944,0.9693005895984168,0.9806074690939608,0.9806052344737346,RF,mean,19
0.971916438188076,0.9710455718589335,0.9801600484664299,0.9806057310560071,GB,median,19
0.7772716069035641,0.7575018309900879,0.8243424629984133,0.810297130002756,LDA,median,19
0.7408685783990242,0.6849332245572527,0.8174320240941718,0.8096314614664571,SVC,median,19
0.9691960980522761,0.9691578613242287,0.9806064759294157,0.9806059793471433,RF,median,19
0.9728667855568258,0.9069960686921783,0.9806082139673696,0.8484167715696718,GB,knn,19
0.7168001451780742,0.6936278566512409,0.7329499718189559,0.7287108972496792,LDA,knn,19
0.6598344610256565,0.6560466646733494,0.7209083482928743,0.7209105829131006,SVC,knn,19
0.8096561314177592,0.7980210047608772,0.7119919652988308,0.711993206754512,RF,knn,19
0.9725213207429404,0.974239060676731,0.9799363381526642,0.9792696764518205,GB,mice,19
0.7166468559467426,0.6833080944425356,0.7411947272894304,0.7358438050120049,LDA,mice,19
0.513835726005792,0.5550847736091103,0.7050825195591344,0.7055279538575754,SVC,mice,19
0.9725000698015485,0.9730637653552974,0.9654478054787923,0.9694606868229411,RF,mice,19
0.9722809037152181,0.9747425355876136,0.9803857451092852,0.9759246982641967,GB,tree,19
0.8166873646837527,0.7877522353274202,0.8279104066263938,0.8103001094963911,LDA,tree,19
0.8172969253715572,0.7931011540031051,0.8444088560482479,0.8359356727324192,SVC,tree,19
0.9653306188934578,0.9678309216812563,0.8809632702922139,0.8805170911203641,RF,tree,19
